# Wall heat-flux
# Time        	patch         	min           	max           	integral      
1.87992       	bodyBottom	4.648930e+05	4.691752e+05	1.863012e+02
1.87992       	solid_to_fluid	-2.266108e+03	-2.345846e+02	-1.656851e+00
1.88013       	bodyBottom	4.648421e+05	4.691244e+05	1.862808e+02
1.88013       	solid_to_fluid	-2.266160e+03	-2.346054e+02	-1.656943e+00
1.88034       	bodyBottom	4.647912e+05	4.690735e+05	1.862605e+02
1.88034       	solid_to_fluid	-2.266212e+03	-2.346262e+02	-1.657035e+00
1.88055       	bodyBottom	4.647403e+05	4.690227e+05	1.862401e+02
1.88055       	solid_to_fluid	-2.266264e+03	-2.346469e+02	-1.657126e+00
1.88076       	bodyBottom	4.646894e+05	4.689719e+05	1.862198e+02
1.88076       	solid_to_fluid	-2.266315e+03	-2.346678e+02	-1.657218e+00
1.88097       	bodyBottom	4.646385e+05	4.689211e+05	1.861994e+02
1.88097       	solid_to_fluid	-2.266367e+03	-2.346885e+02	-1.657310e+00
1.88118       	bodyBottom	4.645876e+05	4.688703e+05	1.861791e+02
1.88118       	solid_to_fluid	-2.266419e+03	-2.347093e+02	-1.657401e+00
1.8814        	bodyBottom	4.645368e+05	4.688195e+05	1.861588e+02
1.8814        	solid_to_fluid	-2.266471e+03	-2.347301e+02	-1.657493e+00
1.88161       	bodyBottom	4.644859e+05	4.687688e+05	1.861384e+02
1.88161       	solid_to_fluid	-2.266523e+03	-2.347508e+02	-1.657585e+00
1.88182       	bodyBottom	4.644350e+05	4.687180e+05	1.861181e+02
1.88182       	solid_to_fluid	-2.266575e+03	-2.347716e+02	-1.657676e+00
1.88203       	bodyBottom	4.643842e+05	4.686672e+05	1.860978e+02
1.88203       	solid_to_fluid	-2.266626e+03	-2.347924e+02	-1.657768e+00
1.88224       	bodyBottom	4.643333e+05	4.686164e+05	1.860774e+02
1.88224       	solid_to_fluid	-2.266678e+03	-2.348131e+02	-1.657860e+00
1.88245       	bodyBottom	4.642825e+05	4.685657e+05	1.860571e+02
1.88245       	solid_to_fluid	-2.266730e+03	-2.348339e+02	-1.657951e+00
1.88266       	bodyBottom	4.642316e+05	4.685149e+05	1.860368e+02
1.88266       	solid_to_fluid	-2.266782e+03	-2.348546e+02	-1.658043e+00
1.88288       	bodyBottom	4.641808e+05	4.684642e+05	1.860165e+02
1.88288       	solid_to_fluid	-2.266834e+03	-2.348754e+02	-1.658135e+00
1.88309       	bodyBottom	4.641300e+05	4.684134e+05	1.859961e+02
1.88309       	solid_to_fluid	-2.266886e+03	-2.348961e+02	-1.658226e+00
1.8833        	bodyBottom	4.640791e+05	4.683627e+05	1.859758e+02
1.8833        	solid_to_fluid	-2.266937e+03	-2.349169e+02	-1.658318e+00
1.88351       	bodyBottom	4.640283e+05	4.683120e+05	1.859555e+02
1.88351       	solid_to_fluid	-2.266989e+03	-2.349376e+02	-1.658410e+00
1.88372       	bodyBottom	4.639775e+05	4.682613e+05	1.859352e+02
1.88372       	solid_to_fluid	-2.267041e+03	-2.349584e+02	-1.658502e+00
1.88393       	bodyBottom	4.639267e+05	4.682105e+05	1.859149e+02
1.88393       	solid_to_fluid	-2.267093e+03	-2.349791e+02	-1.658593e+00
1.88414       	bodyBottom	4.638759e+05	4.681598e+05	1.858946e+02
1.88414       	solid_to_fluid	-2.267144e+03	-2.349999e+02	-1.658685e+00
1.88436       	bodyBottom	4.638251e+05	4.681091e+05	1.858743e+02
1.88436       	solid_to_fluid	-2.267196e+03	-2.350206e+02	-1.658777e+00
1.88457       	bodyBottom	4.637743e+05	4.680584e+05	1.858540e+02
1.88457       	solid_to_fluid	-2.267248e+03	-2.350414e+02	-1.658869e+00
1.88478       	bodyBottom	4.637235e+05	4.680077e+05	1.858336e+02
1.88478       	solid_to_fluid	-2.267300e+03	-2.350621e+02	-1.658960e+00
1.88499       	bodyBottom	4.636728e+05	4.679570e+05	1.858133e+02
1.88499       	solid_to_fluid	-2.267352e+03	-2.350828e+02	-1.659052e+00
1.8852        	bodyBottom	4.636220e+05	4.679063e+05	1.857931e+02
1.8852        	solid_to_fluid	-2.267403e+03	-2.351035e+02	-1.659144e+00
1.88541       	bodyBottom	4.635712e+05	4.678557e+05	1.857728e+02
1.88541       	solid_to_fluid	-2.267455e+03	-2.351243e+02	-1.659236e+00
1.88562       	bodyBottom	4.635205e+05	4.678050e+05	1.857525e+02
1.88562       	solid_to_fluid	-2.267507e+03	-2.351450e+02	-1.659327e+00
1.88584       	bodyBottom	4.634697e+05	4.677543e+05	1.857322e+02
1.88584       	solid_to_fluid	-2.267558e+03	-2.351657e+02	-1.659419e+00
1.88605       	bodyBottom	4.634190e+05	4.677037e+05	1.857119e+02
1.88605       	solid_to_fluid	-2.267610e+03	-2.351864e+02	-1.659511e+00
1.88626       	bodyBottom	4.633682e+05	4.676530e+05	1.856916e+02
1.88626       	solid_to_fluid	-2.267662e+03	-2.352072e+02	-1.659603e+00
1.88647       	bodyBottom	4.633175e+05	4.676024e+05	1.856713e+02
1.88647       	solid_to_fluid	-2.267714e+03	-2.352278e+02	-1.659695e+00
1.88668       	bodyBottom	4.632668e+05	4.675517e+05	1.856510e+02
1.88668       	solid_to_fluid	-2.267765e+03	-2.352486e+02	-1.659786e+00
1.88689       	bodyBottom	4.632160e+05	4.675011e+05	1.856308e+02
1.88689       	solid_to_fluid	-2.267817e+03	-2.352693e+02	-1.659878e+00
1.8871        	bodyBottom	4.631653e+05	4.674504e+05	1.856105e+02
1.8871        	solid_to_fluid	-2.267869e+03	-2.352900e+02	-1.659970e+00
1.88732       	bodyBottom	4.631146e+05	4.673998e+05	1.855902e+02
1.88732       	solid_to_fluid	-2.267920e+03	-2.353107e+02	-1.660062e+00
1.88753       	bodyBottom	4.630639e+05	4.673492e+05	1.855699e+02
1.88753       	solid_to_fluid	-2.267972e+03	-2.353314e+02	-1.660154e+00
1.88774       	bodyBottom	4.630132e+05	4.672986e+05	1.855497e+02
1.88774       	solid_to_fluid	-2.268024e+03	-2.353520e+02	-1.660246e+00
1.88795       	bodyBottom	4.629625e+05	4.672480e+05	1.855294e+02
1.88795       	solid_to_fluid	-2.268075e+03	-2.353728e+02	-1.660338e+00
1.88816       	bodyBottom	4.629118e+05	4.671974e+05	1.855091e+02
1.88816       	solid_to_fluid	-2.268127e+03	-2.353934e+02	-1.660429e+00
