# Region type : patch inlet
# Faces       : 25
# Area        : 1.000000e-01
# Scale factor: 1.000000e+00
# Time        	areaAverage(p)
266           	-8.217479e+00
267           	-8.221689e+00
268           	-8.226312e+00
269           	-8.231304e+00
270           	-8.236696e+00
271           	-8.242296e+00
272           	-8.248017e+00
273           	-8.253787e+00
274           	-8.259533e+00
275           	-8.265205e+00
276           	-8.270759e+00
277           	-8.276135e+00
278           	-8.281246e+00
279           	-8.286047e+00
280           	-8.290477e+00
281           	-8.294483e+00
282           	-8.298047e+00
283           	-8.301102e+00
284           	-8.303714e+00
285           	-8.305848e+00
286           	-8.307528e+00
287           	-8.308725e+00
288           	-8.309508e+00
289           	-8.309899e+00
290           	-8.309953e+00
291           	-8.309681e+00
292           	-8.309132e+00
293           	-8.308334e+00
294           	-8.307347e+00
295           	-8.306207e+00
296           	-8.304926e+00
297           	-8.303537e+00
298           	-8.302085e+00
299           	-8.300608e+00
300           	-8.299133e+00
301           	-8.297685e+00
302           	-8.296280e+00
303           	-8.294931e+00
304           	-8.293647e+00
305           	-8.292437e+00
306           	-8.291309e+00
307           	-8.290269e+00
308           	-8.289322e+00
309           	-8.288473e+00
310           	-8.287727e+00
311           	-8.287087e+00
312           	-8.286551e+00
313           	-8.286121e+00
314           	-8.285791e+00
315           	-8.285552e+00
316           	-8.285397e+00
317           	-8.285324e+00
318           	-8.285323e+00
319           	-8.285393e+00
320           	-8.285528e+00
321           	-8.285719e+00
322           	-8.285957e+00
323           	-8.286238e+00
324           	-8.286559e+00
325           	-8.286914e+00
326           	-8.287302e+00
327           	-8.287704e+00
328           	-8.288142e+00
329           	-8.288596e+00
330           	-8.289048e+00
331           	-8.289525e+00
332           	-8.289995e+00
333           	-8.290475e+00
334           	-8.290961e+00
335           	-8.291453e+00
336           	-8.291953e+00
337           	-8.292450e+00
338           	-8.292942e+00
339           	-8.293430e+00
340           	-8.293915e+00
341           	-8.294397e+00
342           	-8.294879e+00
343           	-8.295359e+00
344           	-8.295839e+00
345           	-8.296316e+00
346           	-8.296790e+00
347           	-8.297261e+00
348           	-8.297727e+00
349           	-8.298189e+00
350           	-8.298647e+00
351           	-8.299099e+00
352           	-8.299547e+00
353           	-8.299991e+00
354           	-8.300430e+00
355           	-8.300865e+00
356           	-8.301294e+00
357           	-8.301718e+00
358           	-8.302137e+00
359           	-8.302550e+00
360           	-8.302958e+00
361           	-8.303359e+00
362           	-8.303755e+00
363           	-8.304145e+00
364           	-8.304529e+00
365           	-8.304907e+00
366           	-8.305279e+00
367           	-8.305645e+00
368           	-8.306005e+00
369           	-8.306359e+00
370           	-8.306706e+00
371           	-8.307048e+00
372           	-8.307383e+00
373           	-8.307712e+00
374           	-8.308035e+00
375           	-8.308352e+00
376           	-8.308663e+00
377           	-8.308968e+00
378           	-8.309267e+00
379           	-8.309560e+00
380           	-8.309847e+00
381           	-8.310129e+00
382           	-8.310405e+00
383           	-8.310675e+00
384           	-8.310940e+00
385           	-8.311199e+00
386           	-8.311453e+00
387           	-8.311701e+00
388           	-8.311944e+00
389           	-8.312182e+00
390           	-8.312415e+00
391           	-8.312643e+00
392           	-8.312866e+00
393           	-8.313084e+00
394           	-8.313297e+00
395           	-8.313506e+00
396           	-8.313710e+00
397           	-8.313909e+00
398           	-8.314104e+00
399           	-8.314295e+00
400           	-8.314481e+00
401           	-8.314664e+00
402           	-8.314842e+00
403           	-8.315016e+00
404           	-8.315186e+00
405           	-8.315353e+00
406           	-8.315516e+00
407           	-8.315675e+00
408           	-8.315830e+00
409           	-8.315982e+00
410           	-8.316130e+00
411           	-8.316275e+00
412           	-8.316417e+00
413           	-8.316556e+00
414           	-8.316691e+00
415           	-8.316823e+00
416           	-8.316953e+00
417           	-8.317079e+00
418           	-8.317202e+00
419           	-8.317323e+00
420           	-8.317441e+00
421           	-8.317556e+00
422           	-8.317668e+00
423           	-8.317778e+00
424           	-8.317886e+00
425           	-8.317991e+00
426           	-8.318093e+00
427           	-8.318193e+00
428           	-8.318291e+00
429           	-8.318387e+00
430           	-8.318480e+00
431           	-8.318571e+00
432           	-8.318660e+00
433           	-8.318747e+00
434           	-8.318832e+00
435           	-8.318915e+00
436           	-8.318997e+00
437           	-8.319076e+00
438           	-8.319153e+00
439           	-8.319229e+00
440           	-8.319303e+00
441           	-8.319375e+00
442           	-8.319446e+00
443           	-8.319515e+00
444           	-8.319582e+00
445           	-8.319648e+00
446           	-8.319712e+00
447           	-8.319774e+00
448           	-8.319836e+00
449           	-8.319895e+00
450           	-8.319954e+00
451           	-8.320011e+00
452           	-8.320067e+00
453           	-8.320121e+00
454           	-8.320174e+00
455           	-8.320226e+00
456           	-8.320277e+00
457           	-8.320327e+00
458           	-8.320375e+00
459           	-8.320422e+00
460           	-8.320469e+00
461           	-8.320514e+00
462           	-8.320558e+00
463           	-8.320601e+00
464           	-8.320643e+00
465           	-8.320684e+00
466           	-8.320724e+00
467           	-8.320763e+00
468           	-8.320801e+00
469           	-8.320839e+00
470           	-8.320875e+00
471           	-8.320911e+00
472           	-8.320946e+00
473           	-8.320980e+00
474           	-8.321013e+00
475           	-8.321045e+00
476           	-8.321077e+00
477           	-8.321108e+00
478           	-8.321138e+00
479           	-8.321168e+00
480           	-8.321197e+00
481           	-8.321225e+00
482           	-8.321252e+00
483           	-8.321279e+00
484           	-8.321305e+00
485           	-8.321331e+00
486           	-8.321356e+00
487           	-8.321381e+00
488           	-8.321404e+00
489           	-8.321428e+00
490           	-8.321451e+00
491           	-8.321473e+00
492           	-8.321494e+00
493           	-8.321516e+00
494           	-8.321536e+00
495           	-8.321557e+00
496           	-8.321576e+00
497           	-8.321596e+00
498           	-8.321614e+00
499           	-8.321633e+00
500           	-8.321651e+00
501           	-8.321668e+00
502           	-8.321686e+00
503           	-8.321702e+00
504           	-8.321719e+00
505           	-8.321735e+00
506           	-8.321750e+00
507           	-8.321765e+00
508           	-8.321780e+00
509           	-8.321795e+00
510           	-8.321809e+00
511           	-8.321823e+00
512           	-8.321836e+00
513           	-8.321849e+00
514           	-8.321862e+00
515           	-8.321875e+00
516           	-8.321887e+00
517           	-8.321899e+00
518           	-8.321911e+00
519           	-8.321922e+00
520           	-8.321933e+00
521           	-8.321944e+00
522           	-8.321955e+00
523           	-8.321965e+00
524           	-8.321975e+00
525           	-8.321985e+00
526           	-8.321995e+00
527           	-8.322004e+00
528           	-8.322014e+00
529           	-8.322023e+00
530           	-8.322031e+00
531           	-8.322040e+00
532           	-8.322048e+00
533           	-8.322057e+00
534           	-8.322065e+00
535           	-8.322072e+00
536           	-8.322080e+00
537           	-8.322087e+00
538           	-8.322095e+00
539           	-8.322102e+00
540           	-8.322109e+00
541           	-8.322116e+00
542           	-8.322122e+00
543           	-8.322129e+00
544           	-8.322135e+00
545           	-8.322141e+00
546           	-8.322147e+00
547           	-8.322153e+00
548           	-8.322159e+00
549           	-8.322164e+00
550           	-8.322170e+00
551           	-8.322175e+00
552           	-8.322180e+00
553           	-8.322185e+00
554           	-8.322190e+00
555           	-8.322195e+00
556           	-8.322200e+00
557           	-8.322204e+00
558           	-8.322209e+00
559           	-8.322213e+00
560           	-8.322218e+00
561           	-8.322222e+00
562           	-8.322226e+00
563           	-8.322230e+00
564           	-8.322234e+00
565           	-8.322237e+00
566           	-8.322241e+00
567           	-8.322245e+00
568           	-8.322248e+00
569           	-8.322252e+00
570           	-8.322255e+00
571           	-8.322258e+00
572           	-8.322262e+00
573           	-8.322265e+00
574           	-8.322268e+00
575           	-8.322271e+00
576           	-8.322274e+00
577           	-8.322277e+00
578           	-8.322279e+00
579           	-8.322282e+00
580           	-8.322285e+00
581           	-8.322287e+00
582           	-8.322290e+00
583           	-8.322292e+00
584           	-8.322295e+00
585           	-8.322297e+00
586           	-8.322299e+00
587           	-8.322302e+00
588           	-8.322304e+00
589           	-8.322306e+00
590           	-8.322308e+00
591           	-8.322310e+00
592           	-8.322312e+00
593           	-8.322314e+00
594           	-8.322316e+00
595           	-8.322318e+00
596           	-8.322319e+00
597           	-8.322321e+00
598           	-8.322323e+00
599           	-8.322325e+00
600           	-8.322326e+00
601           	-8.322328e+00
602           	-8.322329e+00
603           	-8.322331e+00
604           	-8.322332e+00
605           	-8.322334e+00
606           	-8.322335e+00
607           	-8.322337e+00
608           	-8.322338e+00
609           	-8.322339e+00
610           	-8.322340e+00
611           	-8.322342e+00
612           	-8.322343e+00
613           	-8.322344e+00
614           	-8.322345e+00
615           	-8.322346e+00
616           	-8.322348e+00
617           	-8.322349e+00
618           	-8.322350e+00
619           	-8.322351e+00
620           	-8.322352e+00
621           	-8.322353e+00
622           	-8.322354e+00
623           	-8.322355e+00
624           	-8.322355e+00
625           	-8.322356e+00
626           	-8.322357e+00
627           	-8.322358e+00
628           	-8.322359e+00
629           	-8.322360e+00
630           	-8.322361e+00
631           	-8.322361e+00
632           	-8.322362e+00
633           	-8.322363e+00
634           	-8.322363e+00
635           	-8.322364e+00
636           	-8.322365e+00
637           	-8.322366e+00
638           	-8.322366e+00
639           	-8.322367e+00
640           	-8.322367e+00
641           	-8.322368e+00
642           	-8.322369e+00
643           	-8.322369e+00
644           	-8.322370e+00
645           	-8.322370e+00
646           	-8.322371e+00
647           	-8.322371e+00
648           	-8.322372e+00
649           	-8.322372e+00
650           	-8.322373e+00
651           	-8.322373e+00
652           	-8.322374e+00
653           	-8.322374e+00
654           	-8.322375e+00
655           	-8.322375e+00
656           	-8.322376e+00
657           	-8.322376e+00
658           	-8.322376e+00
659           	-8.322377e+00
660           	-8.322377e+00
661           	-8.322377e+00
662           	-8.322378e+00
663           	-8.322378e+00
664           	-8.322379e+00
665           	-8.322379e+00
666           	-8.322379e+00
667           	-8.322380e+00
668           	-8.322380e+00
669           	-8.322380e+00
670           	-8.322380e+00
671           	-8.322381e+00
672           	-8.322381e+00
673           	-8.322381e+00
674           	-8.322382e+00
675           	-8.322382e+00
676           	-8.322382e+00
677           	-8.322382e+00
678           	-8.322383e+00
679           	-8.322383e+00
680           	-8.322383e+00
681           	-8.322383e+00
682           	-8.322384e+00
683           	-8.322384e+00
684           	-8.322384e+00
685           	-8.322384e+00
686           	-8.322384e+00
687           	-8.322385e+00
688           	-8.322385e+00
689           	-8.322385e+00
690           	-8.322385e+00
691           	-8.322385e+00
692           	-8.322385e+00
693           	-8.322386e+00
694           	-8.322386e+00
695           	-8.322386e+00
696           	-8.322386e+00
697           	-8.322386e+00
698           	-8.322386e+00
699           	-8.322387e+00
700           	-8.322387e+00
701           	-8.322387e+00
702           	-8.322387e+00
703           	-8.322387e+00
704           	-8.322387e+00
705           	-8.322387e+00
706           	-8.322387e+00
707           	-8.322388e+00
708           	-8.322388e+00
709           	-8.322388e+00
710           	-8.322388e+00
711           	-8.322388e+00
712           	-8.322388e+00
713           	-8.322388e+00
714           	-8.322388e+00
715           	-8.322388e+00
716           	-8.322389e+00
717           	-8.322389e+00
718           	-8.322389e+00
719           	-8.322389e+00
720           	-8.322389e+00
721           	-8.322389e+00
722           	-8.322389e+00
723           	-8.322389e+00
724           	-8.322389e+00
725           	-8.322389e+00
726           	-8.322389e+00
727           	-8.322389e+00
728           	-8.322390e+00
729           	-8.322390e+00
730           	-8.322390e+00
731           	-8.322390e+00
732           	-8.322390e+00
733           	-8.322390e+00
734           	-8.322390e+00
735           	-8.322390e+00
736           	-8.322390e+00
737           	-8.322390e+00
738           	-8.322390e+00
739           	-8.322390e+00
740           	-8.322390e+00
741           	-8.322390e+00
742           	-8.322390e+00
743           	-8.322390e+00
744           	-8.322391e+00
745           	-8.322391e+00
746           	-8.322391e+00
747           	-8.322391e+00
748           	-8.322391e+00
749           	-8.322391e+00
750           	-8.322391e+00
751           	-8.322391e+00
752           	-8.322391e+00
753           	-8.322391e+00
754           	-8.322391e+00
755           	-8.322391e+00
756           	-8.322391e+00
757           	-8.322391e+00
758           	-8.322391e+00
759           	-8.322391e+00
760           	-8.322391e+00
761           	-8.322391e+00
762           	-8.322391e+00
763           	-8.322391e+00
764           	-8.322391e+00
765           	-8.322391e+00
766           	-8.322391e+00
767           	-8.322391e+00
768           	-8.322391e+00
769           	-8.322391e+00
770           	-8.322391e+00
771           	-8.322391e+00
772           	-8.322391e+00
773           	-8.322392e+00
774           	-8.322392e+00
775           	-8.322392e+00
776           	-8.322392e+00
777           	-8.322392e+00
778           	-8.322392e+00
779           	-8.322392e+00
780           	-8.322392e+00
781           	-8.322392e+00
782           	-8.322392e+00
783           	-8.322392e+00
784           	-8.322392e+00
785           	-8.322392e+00
786           	-8.322392e+00
787           	-8.322392e+00
788           	-8.322392e+00
789           	-8.322392e+00
790           	-8.322392e+00
791           	-8.322392e+00
792           	-8.322392e+00
793           	-8.322392e+00
794           	-8.322392e+00
795           	-8.322392e+00
796           	-8.322392e+00
797           	-8.322392e+00
798           	-8.322392e+00
799           	-8.322392e+00
800           	-8.322392e+00
801           	-8.322392e+00
802           	-8.322392e+00
803           	-8.322392e+00
804           	-8.322392e+00
805           	-8.322392e+00
806           	-8.322392e+00
807           	-8.322392e+00
808           	-8.322392e+00
809           	-8.322392e+00
810           	-8.322392e+00
811           	-8.322392e+00
812           	-8.322392e+00
813           	-8.322392e+00
814           	-8.322392e+00
815           	-8.322392e+00
816           	-8.322392e+00
817           	-8.322392e+00
818           	-8.322392e+00
819           	-8.322392e+00
820           	-8.322392e+00
821           	-8.322392e+00
822           	-8.322392e+00
823           	-8.322392e+00
824           	-8.322392e+00
825           	-8.322392e+00
826           	-8.322392e+00
827           	-8.322392e+00
828           	-8.322392e+00
829           	-8.322392e+00
830           	-8.322392e+00
831           	-8.322392e+00
832           	-8.322392e+00
833           	-8.322392e+00
834           	-8.322392e+00
835           	-8.322392e+00
836           	-8.322392e+00
837           	-8.322392e+00
838           	-8.322392e+00
839           	-8.322392e+00
840           	-8.322392e+00
841           	-8.322392e+00
842           	-8.322392e+00
843           	-8.322392e+00
844           	-8.322392e+00
845           	-8.322392e+00
846           	-8.322392e+00
847           	-8.322392e+00
848           	-8.322392e+00
849           	-8.322392e+00
850           	-8.322392e+00
851           	-8.322392e+00
852           	-8.322392e+00
853           	-8.322392e+00
854           	-8.322392e+00
855           	-8.322392e+00
856           	-8.322392e+00
857           	-8.322392e+00
858           	-8.322392e+00
859           	-8.322392e+00
860           	-8.322392e+00
861           	-8.322392e+00
862           	-8.322392e+00
863           	-8.322392e+00
864           	-8.322392e+00
865           	-8.322392e+00
866           	-8.322392e+00
867           	-8.322392e+00
868           	-8.322392e+00
869           	-8.322392e+00
870           	-8.322392e+00
871           	-8.322392e+00
872           	-8.322392e+00
873           	-8.322392e+00
874           	-8.322392e+00
875           	-8.322392e+00
876           	-8.322392e+00
877           	-8.322392e+00
878           	-8.322392e+00
879           	-8.322392e+00
880           	-8.322392e+00
881           	-8.322392e+00
882           	-8.322392e+00
883           	-8.322392e+00
884           	-8.322392e+00
885           	-8.322392e+00
886           	-8.322392e+00
887           	-8.322392e+00
888           	-8.322392e+00
889           	-8.322392e+00
890           	-8.322392e+00
891           	-8.322392e+00
892           	-8.322392e+00
893           	-8.322392e+00
894           	-8.322392e+00
895           	-8.322392e+00
896           	-8.322392e+00
897           	-8.322392e+00
898           	-8.322392e+00
899           	-8.322392e+00
900           	-8.322392e+00
901           	-8.322392e+00
902           	-8.322392e+00
903           	-8.322392e+00
904           	-8.322392e+00
905           	-8.322392e+00
906           	-8.322392e+00
907           	-8.322392e+00
908           	-8.322392e+00
909           	-8.322392e+00
910           	-8.322392e+00
911           	-8.322392e+00
912           	-8.322392e+00
913           	-8.322392e+00
914           	-8.322392e+00
915           	-8.322392e+00
916           	-8.322392e+00
917           	-8.322392e+00
918           	-8.322392e+00
919           	-8.322392e+00
920           	-8.322392e+00
921           	-8.322392e+00
922           	-8.322392e+00
923           	-8.322392e+00
924           	-8.322392e+00
925           	-8.322392e+00
926           	-8.322392e+00
927           	-8.322392e+00
928           	-8.322392e+00
929           	-8.322392e+00
930           	-8.322392e+00
931           	-8.322392e+00
932           	-8.322392e+00
933           	-8.322392e+00
934           	-8.322392e+00
935           	-8.322392e+00
936           	-8.322392e+00
937           	-8.322392e+00
938           	-8.322392e+00
939           	-8.322392e+00
940           	-8.322392e+00
941           	-8.322392e+00
942           	-8.322392e+00
943           	-8.322392e+00
944           	-8.322392e+00
945           	-8.322392e+00
946           	-8.322392e+00
947           	-8.322392e+00
948           	-8.322392e+00
949           	-8.322392e+00
950           	-8.322392e+00
951           	-8.322392e+00
952           	-8.322392e+00
953           	-8.322392e+00
954           	-8.322392e+00
955           	-8.322392e+00
956           	-8.322392e+00
957           	-8.322392e+00
958           	-8.322392e+00
959           	-8.322392e+00
960           	-8.322392e+00
961           	-8.322392e+00
962           	-8.322392e+00
963           	-8.322392e+00
964           	-8.322392e+00
965           	-8.322392e+00
966           	-8.322392e+00
967           	-8.322392e+00
968           	-8.322392e+00
969           	-8.322392e+00
970           	-8.322392e+00
971           	-8.322392e+00
972           	-8.322392e+00
973           	-8.322392e+00
974           	-8.322392e+00
975           	-8.322392e+00
976           	-8.322392e+00
977           	-8.322392e+00
978           	-8.322392e+00
979           	-8.322392e+00
980           	-8.322392e+00
981           	-8.322392e+00
982           	-8.322392e+00
983           	-8.322392e+00
984           	-8.322392e+00
985           	-8.322392e+00
986           	-8.322392e+00
987           	-8.322392e+00
988           	-8.322392e+00
989           	-8.322392e+00
990           	-8.322392e+00
991           	-8.322392e+00
992           	-8.322392e+00
993           	-8.322392e+00
994           	-8.322392e+00
995           	-8.322392e+00
996           	-8.322392e+00
997           	-8.322392e+00
998           	-8.322392e+00
999           	-8.322392e+00
1000          	-8.322392e+00
1001          	-8.322392e+00
1002          	-8.322392e+00
1003          	-8.322392e+00
1004          	-8.322392e+00
1005          	-8.322392e+00
1006          	-8.322392e+00
1007          	-8.322392e+00
1008          	-8.322392e+00
1009          	-8.322392e+00
1010          	-8.322392e+00
1011          	-8.322392e+00
1012          	-8.322392e+00
1013          	-8.322392e+00
1014          	-8.322392e+00
1015          	-8.322392e+00
1016          	-8.322392e+00
1017          	-8.322392e+00
1018          	-8.322392e+00
1019          	-8.322392e+00
1020          	-8.322392e+00
1021          	-8.322392e+00
1022          	-8.322392e+00
1023          	-8.322392e+00
1024          	-8.322392e+00
1025          	-8.322392e+00
1026          	-8.322392e+00
1027          	-8.322392e+00
1028          	-8.322392e+00
1029          	-8.322392e+00
1030          	-8.322392e+00
1031          	-8.322392e+00
1032          	-8.322392e+00
1033          	-8.322392e+00
1034          	-8.322392e+00
1035          	-8.322392e+00
1036          	-8.322392e+00
1037          	-8.322392e+00
1038          	-8.322392e+00
1039          	-8.322392e+00
1040          	-8.322392e+00
1041          	-8.322392e+00
1042          	-8.322392e+00
1043          	-8.322392e+00
1044          	-8.322392e+00
1045          	-8.322392e+00
1046          	-8.322392e+00
1047          	-8.322392e+00
1048          	-8.322392e+00
1049          	-8.322392e+00
1050          	-8.322392e+00
1051          	-8.322392e+00
1052          	-8.322392e+00
1053          	-8.322392e+00
1054          	-8.322392e+00
1055          	-8.322392e+00
1056          	-8.322392e+00
1057          	-8.322392e+00
1058          	-8.322392e+00
1059          	-8.322392e+00
1060          	-8.322392e+00
1061          	-8.322392e+00
1062          	-8.322392e+00
1063          	-8.322392e+00
1064          	-8.322392e+00
1065          	-8.322392e+00
1066          	-8.322392e+00
1067          	-8.322392e+00
1068          	-8.322392e+00
1069          	-8.322392e+00
1070          	-8.322392e+00
1071          	-8.322392e+00
1072          	-8.322392e+00
1073          	-8.322392e+00
1074          	-8.322392e+00
1075          	-8.322392e+00
1076          	-8.322392e+00
1077          	-8.322392e+00
1078          	-8.322392e+00
1079          	-8.322392e+00
1080          	-8.322392e+00
1081          	-8.322392e+00
1082          	-8.322392e+00
1083          	-8.322392e+00
1084          	-8.322392e+00
1085          	-8.322392e+00
1086          	-8.322392e+00
1087          	-8.322392e+00
1088          	-8.322392e+00
1089          	-8.322392e+00
1090          	-8.322392e+00
1091          	-8.322392e+00
1092          	-8.322392e+00
1093          	-8.322392e+00
1094          	-8.322392e+00
1095          	-8.322392e+00
1096          	-8.322392e+00
1097          	-8.322392e+00
1098          	-8.322392e+00
1099          	-8.322392e+00
1100          	-8.322392e+00
1101          	-8.322392e+00
1102          	-8.322392e+00
1103          	-8.322392e+00
1104          	-8.322392e+00
1105          	-8.322392e+00
1106          	-8.322392e+00
1107          	-8.322392e+00
1108          	-8.322392e+00
1109          	-8.322392e+00
1110          	-8.322392e+00
1111          	-8.322392e+00
1112          	-8.322392e+00
1113          	-8.322392e+00
1114          	-8.322392e+00
1115          	-8.322392e+00
1116          	-8.322392e+00
1117          	-8.322392e+00
1118          	-8.322392e+00
1119          	-8.322392e+00
1120          	-8.322392e+00
1121          	-8.322392e+00
1122          	-8.322392e+00
1123          	-8.322392e+00
1124          	-8.322392e+00
1125          	-8.322392e+00
1126          	-8.322392e+00
1127          	-8.322392e+00
1128          	-8.322392e+00
1129          	-8.322392e+00
1130          	-8.322392e+00
1131          	-8.322392e+00
1132          	-8.322392e+00
1133          	-8.322392e+00
1134          	-8.322392e+00
1135          	-8.322392e+00
1136          	-8.322392e+00
1137          	-8.322392e+00
1138          	-8.322392e+00
1139          	-8.322392e+00
1140          	-8.322392e+00
1141          	-8.322392e+00
1142          	-8.322392e+00
1143          	-8.322392e+00
1144          	-8.322392e+00
1145          	-8.322392e+00
